Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
1097,-0.6863+0.12619i,1.2484-0.31241i,-0.41524+0.9024i,0.53121-0.64798i,-1.2854+0.3033i,0.65033+0.56123i,0.50085-0.6556i,-1.3023+0.31995i,-0.19057-0.070616i,0.69735+0.54498i,-0.89594-0.40166i,1.2671-0.33186i,-0.43431+0.89611i,-0.057583+0.16195i,-0.3088-1.2666i,0.32293+1.275i,-0.27308-1.2684i,0.067712-0.14366i,0.30501+1.2416i,-0.27761-1.2495i,0.30432+1.2599i,-0.031741+0.17294i,-0.073128+0.16345i,-0.047672+0.18267i,-0.065989+0.15344i,-0.031949+0.16558i,-0.12277+0.13794i,0.48539-0.68381i,-1.2595+0.34443i,0.42366-0.90093i,0.92384+0.41752i,-0.4246+0.92289i,-0.093117+0.1697i,-0.079239+0.15411i,-0.059748+0.14104i,0.51556-0.68712i,0.15334+0.074175i,0.13692+0.066334i,-1.2921+0.33969i,0.693+0.5131i,-0.88837-0.4001i,1.2693-0.29021i,-0.44268+0.938i,-0.94604-0.47319i,0.43402-0.90635i,0.28179+1.2812i,-0.91599-0.44218i,1.2786-0.32474i,0.19488+0.081107i,-0.6739-0.52387i,0.047214-0.16619i,-0.56434+0.6472i,-0.11082-0.054163i,0.40168-0.92066i,0.30382+1.2683i,-0.060693+0.18153i,0.52321-0.67071i,0.20259+0.065903i,-1.3066+0.30249i,0.68418+0.52072i,-0.066313+0.13944i,0.52991-0.70673i,0.17278+0.13095i,-0.44178+0.90645i,-0.89321-0.41569i,0.40584-0.88472i,0.35629+1.2978i,-0.30852-1.2524i,0.90312+0.43092i,-0.66923-0.52984i,0.081839-0.19056i,-0.49097+0.69075i,0.67679+0.54403i,-0.93825-0.45379i,1.2744-0.35788i,-0.43134+0.92502i,-0.90335-0.46292i,-0.16489-0.080622i,1.2537-0.34963i,-0.44814+0.91216i,-0.94026-0.47897i,0.70704+0.5212i,-0.31314-1.2924i,0.88749+0.4769i,-0.42401+0.87213i,-0.32154-1.2627i,0.95545+0.46596i,-0.69235-0.55571i,0.048114-0.15561i,0.86602+0.44465i,-1.2997+0.27987i,0.41104-0.93392i,0.10809-0.16325i,0.90639+0.39835i,0.17368+0.09804i,-0.45036+0.9336i,-0.30871-1.2606i,0.328+1.2994i,-0.034526+0.16019i,-0.85133-0.43079i,0.58604-0.2371i,1
1098,0.31586-0.045602i,-0.57212+0.11167i,0.32157+0.22789i,-0.66976+0.18421i,0.98684-0.88265i,0.14954-0.04035i,-0.22033+1.3649i,-0.40358-1.6953i,0.95783+0.93904i,0.12956+0.14172i,-0.90303-0.032514i,0.31208+0.21523i,0.36563+0.36727i,0.26312-0.21913i,-0.82361+0.60756i,-0.010541-0.95091i,-0.87823+0.39495i,0.65676-0.59375i,-0.24754+0.3478i,0.14993-0.42936i,0.76005+0.46338i,-1.0071-0.68451i,0.57695+1.3863i,0.054963-0.76872i,-0.45484+0.80058i,-0.27109-0.5025i,-0.44793-0.28292i,1.5422-0.092971i,-0.60747+1.2451i,-0.9421-0.95614i,1.5545-0.058396i,-1.3333+0.68184i,0.11781-0.39729i,-0.36912+0.3829i,0.094921-0.3579i,0.41677+0.85369i,0.2879-1.1976i,-0.828-0.20956i,0.60172-0.27354i,0.099642+1.5506i,-0.57973-0.69999i,-0.356+0.33587i,0.17497+0.27403i,0.20988+0.37175i,-0.40422-1.6628i,0.56193+0.68275i,-0.02296-0.60418i,-1.0486+0.75355i,0.57384+0.45549i,-0.18666-0.56147i,-0.046934-0.010704i,0.92473+0.13026i,-0.39535-0.78014i,-0.69099+1.026i,0.75551-0.43158i,-0.23099+0.41361i,0.46441-0.71988i,-0.0030175+1.0335i,-0.24047+0.5381i,-0.83798-0.32226i,0.069837-0.38339i,0.31103+0.2661i,0.91122-0.40561i,-0.42864+0.22922i,-0.4471+0.77341i,-0.90795-0.42918i,0.059078-0.46424i,-0.3737+0.2569i,0.059569-0.46596i,0.16539-0.48789i,0.0051903-0.22483i,0.63084-0.31692i,-0.40747+0.63322i,-0.064181-0.0067213i,0.045562+0.65783i,-0.62461-0.81414i,0.89712+0.049022i,-0.18899+0.41912i,0.0085937+0.05604i,0.60528-0.059914i,-0.89995+0.0095422i,-0.074101-0.038327i,0.39728+0.85093i,-0.04834-1.4381i,0.62638+0.78674i,0.024836-0.46893i,-0.44586+0.056114i,0.26474+1.2275i,-0.56874-0.67438i,-0.66593+0.092762i,0.080078-0.47127i,0.29937+0.10385i,-0.11157-0.012013i,-0.060851-0.024818i,0.54325-0.16596i,-0.029805-0.59601i,-0.78079+0.38084i,0.71924+1.0509i,-0.8107-0.32646i,0.20699+0.26033i,0.044661-0.60308i,2
1099,0.21983-0.54212i,0.045091-0.37278i,0.41901+0.65784i,-0.74428+0.012879i,-0.21962+0.16615i,-0.50694+0.23537i,1.2421+0.14442i,-0.29544-0.59257i,0.1825-0.49341i,-0.40806-0.49444i,-0.031701-0.08003i,-0.566+0.98689i,0.41124-0.19437i,-0.70276+0.10124i,1.0955+0.050272i,-1.1044-0.64469i,-0.06984-0.14018i,0.98075+0.65514i,-0.71518+0.45014i,0.88476-0.22413i,-0.29868-0.088069i,0.093385-0.77904i,0.069801+1.2051i,-1.0367-0.33227i,0.53416-0.66071i,-0.69692+0.18148i,1.6742+0.03386i,-1.1145+0.0269i,0.57283-0.20458i,0.17066-0.53759i,-0.2629+0.15375i,-0.07793+0.056988i,-0.26593+0.26029i,0.16493-0.43361i,0.19837-0.78587i,-0.64641+0.89768i,0.90263+0.42052i,-0.026096-0.64265i,0.36646-0.3889i,-0.090265+0.32445i,-0.6109-0.21723i,0.39568+1.2275i,0.38244-1.3447i,-0.41893+1.2557i,-0.50082-0.45236i,0.091057-0.75955i,1.0107+0.79534i,-0.22312-0.59927i,0.53548+0.25165i,-0.24269+0.29948i,-1.0653+0.070883i,0.05908-0.7664i,1.4543+0.0753i,-0.54449+0.35146i,0.4919-0.2397i,-0.44805+0.42359i,-0.44329+0.32441i,0.25214-1.3237i,-0.83473+0.75437i,1.1181-0.85033i,-0.51684-0.30021i,0.078249+0.91956i,0.14716+0.49047i,-0.20862-0.47999i,0.014859+0.31728i,0.87844-0.093068i,-0.44484-0.26216i,-0.047964-0.67076i,0.71643+0.27176i,-0.47112+0.92536i,-0.3938-0.95025i,0.32719-0.20472i,0.51353+1.2499i,-0.013209+0.14019i,0.30407-0.96201i,-0.12868+0.92461i,-0.68239-0.10574i,0.61122-0.60344i,0.467-0.073804i,-1.2175+0.10655i,1.2302+0.72257i,-0.29339+0.21102i,-0.39144-0.087808i,-0.81231-0.46565i,0.66841-0.93799i,-0.64097+0.91189i,-0.20866-0.41745i,0.5164+0.10022i,-0.36227+0.0035316i,-0.010499+0.57072i,-0.14437-0.67212i,-0.35092-0.029694i,-0.41493+0.24457i,0.88617-1.2406i,0.70122+1.0396i,-0.60546-0.83878i,0.82335+0.43341i,0.10866-0.20271i,-0.9601-0.2449i,0.0059228+0.91597i,0.31208-0.35775i,3
1100,-0.13661-0.71163i,-0.48849+0.68543i,1.2458-0.31403i,-1.2972+0.31231i,1.2755-0.3013i,-1.2819+0.292i,-0.14939-0.076146i,0.6978+0.47738i,-0.093773+0.17324i,0.49328-0.69778i,-0.47077+0.92213i,-0.88042-0.43804i,1.2492-0.30378i,0.11646+0.066858i,-1.2994+0.30825i,0.69536+0.50775i,0.49609-0.63994i,0.15486+0.08294i,-1.2986+0.32887i,-0.18811-0.078168i,0.67208+0.52927i,-0.093289+0.17756i,-0.08993+0.16196i,-0.30336-1.2776i,0.31257+1.2819i,-0.94243-0.42335i,0.72836+0.55437i,-0.084022+0.1049i,-0.043411+0.14105i,-0.90398-0.44546i,1.3079-0.31636i,-1.2741+0.34689i,1.2659-0.35323i,0.1537+0.055252i,-1.2754+0.32556i,0.62675+0.56224i,-0.10166+0.13103i,-0.9334-0.44844i,-0.15798-0.093176i,-0.18488-0.062783i,-0.15798-0.079706i,1.2771-0.3055i,0.1627+0.070506i,-0.68618-0.52155i,0.33881+1.2433i,-0.90555-0.42896i,-0.15452-0.074346i,-0.14819-0.074139i,-0.16199-0.039696i,1.3146-0.31714i,-1.2647+0.29824i,-0.15582-0.099808i,0.44879-0.89466i,0.91874+0.42625i,-0.42399+0.91212i,0.54362-0.65642i,0.17049+0.061632i,-1.2845+0.28547i,-0.15004-0.099636i,0.42863-0.96545i,0.87318+0.44046i,-1.2318+0.27024i,0.47055-0.90109i,-0.52863+0.68485i,-0.17775-0.04473i,0.45205-0.94398i,-0.52233+0.71554i,0.42471-0.91831i,0.062012-0.16293i,-0.53727+0.68078i,-0.13291-0.078621i,0.45837-0.91588i,0.28958+1.2501i,-0.34647-1.296i,0.93349+0.41334i,0.10571+0.073394i,-1.2851+0.2866i,0.67263+0.54553i,-0.052585+0.16411i,-0.08726+0.14215i,-0.90261-0.4231i,1.2393-0.31243i,-0.4424+0.87891i,0.52237-0.72514i,-0.67618-0.54709i,0.35182+1.2859i,0.50212-0.65305i,-0.71853-0.51602i,0.027873-0.19991i,-0.53286+0.65559i,0.6925+0.49787i,0.53766-0.66675i,0.17114+0.078478i,-0.70368-0.54738i,0.34194+1.2896i,-0.087015+0.16389i,0.5123-0.69752i,-0.69666-0.49322i,0.065734-0.16421i,0.32605+1.2965i,-0.17725-0.59018i,1
1101,0.071513-0.62168i,0.3831+1.4598i,0.61066-0.69581i,-1.2735-0.083215i,0.85536+0.57039i,-0.57722+0.56842i,-0.37644-1.4277i,0.11475-0.40057i,-0.04102+1.0916i,0.013805-0.14794i,-0.46028-0.24204i,-0.16618-0.077457i,0.4935+0.90242i,-0.2205-0.41968i,-0.60425-0.3188i,-0.33437-0.22444i,0.37741-0.90517i,0.96723+1.2325i,-0.049084-0.12316i,0.24838+0.24771i,-1.2414+0.017672i,0.0046196-1.0012i,-0.25583+0.16494i,0.98795-0.5287i,-0.37626-0.49655i,1.0217+0.40845i,0.096676+0.18093i,0.56207+0.35391i,-0.020635+0.0040986i,-0.077315+0.75815i,0.001411+0.16859i,-0.35731-0.35328i,0.63067-0.10125i,-0.86044+0.71182i,-0.59418-0.79026i,0.48745+0.53758i,0.51952-0.033413i,-0.68118+0.7212i,-0.11345-1.4738i,0.7663+0.058618i,-0.91936+0.7845i,0.4873+0.69051i,-0.017595-1.1187i,0.27293-0.41874i,-0.57509+1.3237i,0.38436-1.471i,-0.032593+1.3373i,0.92321-0.58059i,0.12656-0.18803i,-0.50425-0.50725i,-0.13725+1.0243i,0.47238+0.45871i,0.14693-0.81011i,0.32952+0.17428i,0.098095+0.58143i,0.34172-0.19732i,-0.56829+0.38691i,-1.0905+0.096299i,0.38991-0.14215i,-0.88581+0.00065632i,1.7642-0.63722i,-0.086516+0.091366i,-0.56346-0.50909i,-0.57519+1.0724i,0.98135+0.26061i,-0.47969-0.68845i,-0.78896-0.082611i,0.29199-0.36884i,0.2408-0.52726i,0.49898+1.5351i,-0.42308-0.025394i,0.068484-0.52678i,-0.18255-0.39602i,-0.19867-0.55076i,-0.19909+0.99263i,0.45694-0.42285i,0.5675+0.33364i,-1.079-0.17698i,0.69879+1.0456i,-0.78104-0.76172i,0.70215+0.76538i,-0.20661+0.39817i,-0.97985-1.2278i,-0.35896+0.1757i,1.0156-0.65581i,-0.093816+0.6531i,-0.041126-1.0833i,0.47136+0.87669i,-0.12724-0.061031i,-0.45101-0.90407i,0.27341+0.21118i,0.8112-0.02929i,0.13599+0.47325i,-1.1291-0.52056i,0.52489+1.335i,0.5707-0.38806i,-0.59743-0.0013433i,-0.15846-0.58043i,-0.61911+0.5298i,0.5557+0.42363i,-0.042369-0.53285i,3
1102,0.72315-0.081834i,-0.39522+0.90536i,0.50296-0.69214i,0.14095+0.059691i,-1.2809+0.3452i,-0.14424-0.056565i,0.42815-0.89786i,0.89152+0.42648i,-1.2768+0.27037i,0.67543+0.56601i,-0.93534-0.43528i,0.66372+0.55456i,-0.086562+0.14292i,0.51999-0.68633i,-0.50035+0.89602i,-0.30381-1.3004i,0.056793-0.16988i,0.9196+0.45487i,0.16405+0.071545i,0.16623+0.085414i,-0.44965+0.94898i,-0.096276+0.13974i,0.55304-0.6685i,-0.42869+0.91018i,-0.059684+0.15198i,-0.27548-1.2789i,-0.52432+0.74635i,-0.14392-0.090672i,0.37398-0.93867i,0.90569+0.41954i,0.16369+0.070597i,-0.67182-0.49908i,0.050319-0.1617i,0.93182+0.442i,-0.47381+0.89383i,0.51619-0.694i,-0.42879+0.91089i,-0.32713-1.2787i,-0.51756+0.6685i,1.2236-0.31677i,-1.2577+0.31718i,0.44936-0.88682i,0.076133-0.17826i,-0.49903+0.71345i,1.2861-0.31139i,-0.43428+0.9265i,-0.32625-1.2704i,-0.53927+0.68569i,0.42995-0.88366i,0.89607+0.45605i,0.17382+0.037959i,0.17123+0.10573i,-0.44349+0.92181i,0.51654-0.62747i,-0.67756-0.48526i,-0.52762+0.66042i,0.45141-0.90943i,0.067357-0.17318i,0.92464+0.41699i,0.1722+0.040659i,-1.3077+0.30555i,0.69163+0.51348i,0.53988-0.68022i,0.13379+0.088297i,0.17761+0.091046i,-0.456+0.90605i,0.5398-0.6905i,-1.287+0.28082i,1.2719-0.30787i,-0.40194+0.89434i,-0.89963-0.45487i,0.66259+0.52638i,-0.046826+0.14753i,-0.038506+0.19696i,-0.042182+0.12985i,-0.35254-1.2304i,0.94822+0.42725i,-0.69664-0.50566i,0.92626+0.42714i,-0.41936+0.89237i,-0.86319-0.42936i,-0.15808-0.10527i,1.2517-0.32225i,-1.2382+0.32734i,1.2695-0.34249i,-1.2683+0.29952i,0.44436-0.92907i,-0.5381+0.67064i,-0.19674-0.065801i,0.43093-0.9161i,0.30116+1.2656i,-0.90727-0.39365i,0.68598+0.5537i,0.5374-0.65994i,-0.67669-0.54753i,0.29052+1.2687i,-0.90272-0.45028i,-0.14666-0.045552i,0.42381-0.94677i,-0.52288+0.65645i,0.62392-0.18227i,1
1103,0.70669+0.22232i,-0.54472+0.25797i,-0.29972+0.44949i,-0.60819-0.78668i,0.34801+0.76779i,0.16835-0.26755i,0.11187+0.73014i,-0.28978-1.0724i,0.68656-0.19989i,-0.11149+0.41154i,-0.44982-0.84158i,1.2243+0.60457i,-0.9089-0.68519i,0.23371+0.48039i,0.027864-0.052787i,0.2465+1.1923i,-0.10885+0.19061i,0.7406-0.84468i,-0.43126+0.19932i,-0.86568+0.49744i,0.066855-0.37554i,-0.68235+0.093167i,1.1962+0.34859i,-0.88466-1.0069i,0.19472+1.0975i,0.64585-0.99006i,-0.86189-0.13855i,-0.54926+0.61362i,0.56329-1.233i,0.16083+0.43987i,-0.12773+0.9684i,0.2437+0.39092i,-0.19194-0.44206i,0.61197-0.013205i,-0.53285+0.26948i,0.33708+0.31907i,0.28783-0.20152i,-1.5461+0.12797i,0.82945+0.076259i,0.1212-0.94607i,0.077162+1.5771i,0.46025-0.52962i,0.082904+0.14872i,-1.5621+0.076121i,1.311-0.69874i,-1.3845+0.64447i,1.4114-0.094632i,-1.1448+0.36716i,0.31451-0.72256i,-0.059955-0.70662i,0.072088-0.23252i,0.98276+0.93558i,0.38031-0.25239i,-1.0638+0.3106i,0.2935+0.22968i,0.49359-0.6841i,-0.70726+0.47283i,0.68057+0.51402i,0.0054681+0.19641i,-0.63803+0.31628i,1.0443-0.72484i,-0.67819+0.54582i,0.59798-0.047086i,-1.5499+0.083007i,-0.21198-0.12081i,0.59501-1.2127i,-0.14097+0.13734i,-0.17048+0.84648i,0.24634-1.3944i,0.58197+0.66851i,-1.2461+0.25908i,1.3182-0.68425i,-1.1308+0.20191i,-0.10848-0.13239i,0.65511+0.40017i,-0.055545+0.044578i,0.84638-0.40904i,-0.3314+0.8504i,0.15634-0.84198i,-1.1057+0.22008i,0.37531+0.79234i,1.0458-0.74839i,0.19751+0.10927i,-0.82694-0.071385i,-0.22056+0.33008i,-0.1557-0.64554i,-0.24204+0.20834i,0.81571-0.6258i,-0.79225+0.3721i,0.41126-0.8844i,0.91818+0.91437i,0.10135+0.15793i,-1.3083-0.30738i,0.75936+1.0404i,0.13246-0.14628i,-1.3896-0.25421i,1.0729-0.33531i,0.077194-6.8385e-05i,0.027525+0.027989i,-0.20011+0.38024i,-0.065412-0.24193i,2
1104,0.060489+0.14258i,-0.96069+0.19456i,1.6326-0.70327i,-0.53478+1.1286i,-0.62609-0.24082i,-0.81311-0.17584i,0.86409-0.16162i,0.20895-0.62445i,0.85527+0.4416i,0.33976-0.059776i,-0.067494+0.17222i,-0.022798+0.73417i,-1.6027-0.144i,0.88273+0.18975i,-0.0082544-0.72484i,0.39304-0.078797i,-1.0052+0.83668i,-0.0073349-0.20261i,-0.14262-0.82436i,0.51105-0.58197i,-0.22866+0.97988i,-0.17253+0.51593i,1.135-0.56597i,-0.34538+0.54112i,-0.73984-0.38817i,0.21535-0.4311i,-0.024523+0.35509i,1.0841-0.039935i,-0.30728+0.079916i,0.38816+0.48633i,-1.371+0.22988i,0.15081-0.51878i,0.58219+0.6599i,0.53296-0.25499i,-1.2419-0.27342i,0.62392+0.42537i,0.75204-0.21721i,-0.18353-0.16933i,-1.0921+0.25081i,0.090199+0.31861i,1.3853-0.52011i,-0.33048+0.50391i,-0.2057+0.50273i,-1.1931-0.13088i,-0.026692+0.066647i,0.76484+0.11835i,0.012796-0.36209i,0.30093+0.50536i,-0.88802+0.35218i,-0.21506-0.25269i,0.47743-1.2206i,0.048618+1.1691i,0.63132-0.53023i,-0.39932+1.3323i,-0.16392-0.031667i,-0.71241-0.04035i,0.23977-0.18849i,0.059196-0.91866i,0.10537+1.0038i,-0.216+0.0028422i,0.14801+0.4841i,-0.85785-0.33618i,0.70339+0.32529i,-0.15504-0.51274i,0.034003+1.1468i,-0.077129-0.51522i,-0.56677+0.52041i,-0.47732-0.65127i,0.16481-0.45547i,0.63625+0.90653i,0.091716-0.80466i,-0.94155+0.33499i,-0.0013213+0.50456i,-0.066971-0.43658i,0.14286+0.39353i,0.029975-0.10342i,0.30477-0.79253i,0.5981+0.81449i,0.30102-0.51763i,-1.2929+0.66573i,0.6544-0.0464i,-0.52547-0.33062i,0.14905+0.37097i,-0.34626+0.09904i,0.02049-0.98319i,0.84003+0.67991i,-0.8423+0.26722i,0.90055-0.63496i,-0.77736-0.63088i,0.64951+0.50964i,0.078631+0.80291i,-0.78897-0.70365i,0.13902+0.33286i,0.65679-0.28523i,-0.27474+0.58142i,0.69162-0.4814i,0.026966-0.030266i,-0.74647-0.64029i,0.4376+1.1738i,0.60105-0.0024342i,-0.61234-0.19363i,3
1105,-0.073568-0.70658i,0.31265+1.2489i,-0.2874-1.2717i,0.020482-0.13023i,0.90724+0.447i,-0.43201+0.89616i,-0.29101-1.3277i,-0.53278+0.69742i,0.43796-0.91639i,0.91018+0.41574i,0.14025+0.066349i,0.17821+0.098727i,0.1517+0.082182i,-1.3027+0.32756i,0.68296+0.53218i,0.54451-0.69307i,0.16875+0.048009i,0.17345+0.095166i,0.18346+0.094685i,0.19252+0.082672i,-1.2777+0.32466i,0.4065-0.90053i,0.058873-0.17281i,0.29913+1.2818i,0.53759-0.70956i,-0.44819+0.95966i,-0.05858+0.16572i,-0.074416+0.11724i,-0.080178+0.17774i,0.51155-0.70691i,0.15172+0.082336i,-0.42672+0.90232i,-0.34169-1.3018i,-0.52468+0.65551i,1.2566-0.34211i,-0.67317-0.50341i,-0.5437+0.66949i,0.70266+0.55183i,-0.36021-1.2192i,-0.51484+0.68371i,0.42991-0.88704i,0.93904+0.40696i,0.16044+0.11319i,-1.3002+0.35305i,0.65712+0.54775i,0.49182-0.71217i,0.16408+0.053317i,-1.2593+0.2753i,0.6593+0.52182i,0.49584-0.67255i,-1.27+0.30081i,1.2971-0.3116i,-0.69371-0.52478i,0.26447+1.2795i,-0.082379+0.18327i,-0.9135-0.4465i,-0.14136-0.091647i,-0.15927-0.057652i,-0.17615-0.10133i,0.42547-0.89765i,0.071701-0.14073i,0.0897-0.18694i,0.10342-0.16668i,0.081954-0.16577i,0.069206-0.16279i,0.27217+1.2999i,-0.31305-1.2747i,-0.57051+0.69308i,0.43419-0.90222i,0.90626+0.44809i,0.16821+0.059644i,-0.66068-0.50875i,-0.58275+0.69692i,-0.14647-0.085954i,0.44912-0.92355i,-0.5018+0.68671i,0.68268+0.47374i,-0.076814+0.16376i,-0.34611-1.2813i,0.31984+1.3102i,-0.31677-1.2956i,0.92188+0.41894i,-1.278+0.30398i,0.39281-0.91846i,0.098819-0.14329i,-0.52142+0.67213i,0.66177+0.5339i,-0.014504+0.15422i,0.50036-0.68638i,-0.70946-0.52089i,0.92415+0.44781i,-0.43995+0.91658i,-0.29328-1.2566i,0.29083+1.2554i,0.5433-0.67373i,0.16362+0.090854i,0.12873+0.072407i,0.1838+0.069601i,0.16353+0.063244i,-0.48828+0.93537i,-0.19617-0.55015i,1
1106,0.59052-0.4806i,-0.37706+0.75562i,-0.41067-0.16363i,0.67044+0.50116i,-1.3635-0.27404i,1.3398-0.71282i,-0.38263+0.75358i,-0.39059-0.18676i,-0.067471-0.012544i,0.20385-0.42744i,-0.057068-0.73277i,0.46634+0.053629i,0.10128+1.5403i,-0.31968-1.0943i,-0.23128+0.30428i,0.43621-0.73264i,0.083833+1.5839i,-0.0062381-1.4366i,0.35984+1.175i,-0.46353-0.7211i,0.30648-0.42971i,-0.64363+1.0353i,-0.54963-0.25447i,0.038652-0.45977i,0.62947+0.41411i,-0.28519+0.48585i,-0.50588-0.12839i,0.60748-1.1167i,0.11912-0.13681i,0.092439+1.5573i,-0.46144-0.070041i,0.21102+0.39416i,-0.06739-1.449i,-0.11217+0.27103i,0.66454-0.18917i,-0.96858+0.87109i,-0.0088307-0.99523i,1.4278+0.20976i,-0.83901-0.031782i,-0.63375-0.008448i,0.65221+0.41892i,-0.22667-1.2074i,0.96219+0.94485i,-0.12987+0.54908i,-1.0715-0.64708i,0.74778+1.041i,0.69708-0.92945i,-1.0864+0.29799i,0.84541-0.52676i,-0.46121+0.11223i,-0.50467+0.67511i,0.96647-0.8613i,-0.096678+0.35173i,-1.2222+0.23695i,-0.23273-0.093182i,1.7508-0.4252i,-0.93712-0.68678i,0.69618+1.3644i,-0.18076-1.1024i,-0.61117+0.99199i,0.46847-0.11246i,-0.0057464+0.070573i,-0.27982+0.40326i,0.018089-0.95553i,0.23644+1.271i,0.055046-0.83827i,-0.566+0.12093i,0.075935-1.0503i,0.069809+1.465i,-0.54492-0.11798i,0.35554-0.76121i,0.040062-0.059371i,0.65593-0.17956i,0.18816-0.024394i,-0.62019+1.1334i,0.23973+0.32909i,0.43216-0.50822i,-0.17047+0.51748i,-0.38882-0.10798i,-1.0598-0.080027i,1.1617+0.34802i,-0.84064-0.99636i,0.97406-0.047613i,-0.83222-0.090997i,0.10552+0.44895i,0.96287+0.14651i,-0.42967+0.91537i,-0.068519-1.4271i,-0.51964-0.043425i,-0.17737+0.85569i,0.26149-1.3759i,0.16948+0.4022i,0.53417+0.85111i,0.27287-0.23774i,-1.1709+0.305i,0.58536+0.51529i,0.72181-0.93697i,-0.055753+0.4938i,-1.0116-0.67285i,-0.26485+0.20525i,0.58844+0.078384i,2
1107,-0.18994-0.91717i,0.051141+1.4411i,-0.55051-0.13022i,1.0905-0.2305i,-0.38314-0.77312i,-0.7903+0.37034i,0.37966+0.73784i,-0.51179-0.14528i,0.82924+0.20108i,-0.22605-1.0912i,-0.29189+1.263i,-0.1951-0.54625i,0.17428-0.386i,0.70262-0.18916i,0.023497+1.0116i,-0.7721-0.3183i,-0.17198-0.67128i,1.1102+0.60972i,-1.5515+0.076028i,0.092366-0.47897i,1.1613-0.35088i,0.25595+0.61974i,-0.6628-0.38828i,-0.48717+0.72227i,0.088709-0.34749i,0.21475-0.36589i,0.28405-0.45609i,0.64701+0.8063i,-0.91083-0.029393i,0.30185+0.26537i,0.26304-0.34082i,-1.2017+0.2831i,1.7058-0.4108i,-1.1873-0.32675i,1.3792+0.26888i,-1.1112+0.28947i,0.3281+0.21621i,-0.27667+0.42897i,0.0030511-0.93547i,0.51777+0.8143i,-0.5546-1.425i,0.47278+0.053799i,0.13922-0.15057i,-0.66867+0.99259i,0.039695-0.35522i,0.37253+0.84615i,0.43108-0.54325i,-0.63361-0.4103i,0.033223-0.098573i,0.43869+0.20952i,-0.012711-0.59603i,-0.28508-0.37659i,0.0043301+1.4743i,-0.85866-0.44398i,0.15983+0.18405i,0.090453-0.40939i,-0.73825+0.079541i,0.4315-0.16767i,-0.43664-0.31079i,1.1432-0.37101i,-0.87718-0.201i,1.1043+0.62028i,-1.1505+0.40411i,1.0922-0.19742i,-1.3033-0.33063i,0.8167-0.60297i,0.54853+0.18662i,0.32423+0.64123i,-0.74744-1.0528i,-0.15284+0.15527i,0.19145+1.1264i,-0.10656-1.5606i,-0.077125+0.80029i,0.051545-1.049i,-0.34123+1.1703i,0.64497-1.0874i,-0.50984-0.021967i,-0.00071982-0.13479i,0.10997+0.46113i,-0.10126-0.029899i,0.60178-0.15123i,-0.1709+0.44389i,-1.0627-0.057062i,1.7155-0.40123i,-0.06346+0.4504i,-0.66514-0.41756i,0.7802+0.46404i,-0.79632+0.66115i,-0.60909-0.82093i,0.78785-0.62031i,0.2069+0.49796i,-0.042141-0.61118i,0.26673+0.53402i,0.4489+0.27855i,-1.5546+0.061285i,1.6794-0.4063i,-0.80615-0.059572i,0.12436+0.58336i,-0.7057+0.17307i,0.55678+0.57924i,-0.25866-0.75192i,2
